1,2,3,4,5,6,7,8,9,10
Java工程师,厦门·思明区·前埔,7-12K,3-5年,本科,恒美美业,美容/美发,微服务架构 Spring GIT MySQL SQL Server,有无线网，节日福利，生日福利，年终奖，全勤奖，零食下午茶，带薪年假,/job_detail/46412e321be304011XZ62dm9FVNX.html
Java工程师,厦门·集美区·杏林,8-13K,3-5年,本科,红杉根,电子商务,SQL 分布式技术 Spring SpringMVC Hibernate,员工旅游，餐补，节日福利，全勤奖，主题晚会，年终奖，六险，生日会，零食下午茶，带薪年假,/job_detail/2332446360e6ea4a1XV82NW7GFRY.html
Java工程师,厦门·集美区·灌口,9-14K,3-5年,本科,红杉根,电子商务,SQL 分布式技术 Spring SpringMVC Hibernate,主题晚会，零食下午茶，六险，生日会，员工旅游，年终奖，全勤奖，节日福利，带薪年假，餐补,/job_detail/4d1b71663644955c1XV82Nq1FVpX.html
java工程师,厦门·思明区·软件园,6-11K·13薪,1-3年,大专,联登科技,计算机软件,分布式技术 多线程 搜索引擎技术 消息队列,学习机会，月进度奖，五险一金，晋升空间，股票期权，全员股权制，零食下午茶，补充医疗保险，员工旅游，年终奖,/job_detail/0bc044943f48f4fb1nZ4292-FlBS.html
Java工程师,厦门·思明区·莲前,8-10K·13薪,1-3年,本科,聚智科技,计算机服务,PHP SpringBoot Spring 后端开发 全栈开发,年终奖，住房补贴，五险一金,/job_detail/28d7c036dc5a39381XRz2t-_FFVY.html
Java高级,厦门·思明区·软件园,15-20K·13薪,3-5年,大专,美契科技,计算机软件,Java 分布式技术 Spring 后端开发 Web端,员工旅游，五险一金，节日福利，年终奖，零食下午茶，带薪年假,/job_detail/e1b485df8c1354540Hd60ty9EFM~.html
java开发,厦门,10-15K,3-5年,大专,福建微洽通,互联网金融,分布式技术 多线程 服务器配置 MVC开发,年终奖，补充医疗保险,/job_detail/f22475b96e4d80e01nZ909u9EVRX.html
JAVA开发,厦门·思明区·观音山,14-18K,3-5年,大专,联想云领,计算机硬件,SQL 多线程 SpringBoot,员工旅游，带薪年假，五险一金，定期体检，节日福利，平台稳定,/job_detail/e810ab1e3d7ca5da1nJ72N-9F1ZS.html
Java,厦门·思明区·软件园,15-30K,5-10年,本科,法信公证云,计算机软件,Java 系统架构,年终奖，员工旅游，年终尾牙宴，温书备考假，定期体检，补充医疗保险，节日福利，技能培训，交通补助，中秋博饼，五险一金，零食下午茶，带薪年假,/job_detail/8b63f5ca59626e6b03R_2N66FlA~.html
Java开发,厦门·思明区·软件园,6-11K·13薪,1-3年,本科,美契科技,计算机软件,微服务架构 SpringBoot SpringCloud,零食下午茶，员工旅游，带薪年假，节日福利，五险一金，年终奖,/job_detail/9721b6128d7ce1730HB72Nq1Fls~.html
java工程师,厦门·集美区·杏林,8-12K,1-3年,本科,笑江湖,移动互联网,CSS SQL MVC开发 SpringBoot MySQL,五险一金，带薪年假，股票期权，零食下午茶，全勤奖，定期体检，节日福利，补充医疗保险，加班补助，员工旅游,/job_detail/52fc03e54f63dac31nx82t-6E1VW.html
java实习生,厦门·思明区·软件园,3-6K,1年以内,本科,青叶软件,计算机软件,Java springboot Spring Mybatis SSM,带薪年假，年终奖，节日福利，全勤奖，五险一金，零食下午茶,/job_detail/16e77ea8b65d81783n182dW6FFM~.html
java工程师,厦门·集美区·杏林,8-12K,1-3年,本科,厦门海牛同城旅游服务,旅游,CSS SQL MVC开发 SpringBoot MySQL,全勤奖，零食下午茶，五险一金，节日福利，员工旅游，带薪年假，年终奖,/job_detail/2e9a10c66ea8aa801nxz0ti_GFRX.html
Java工程师,厦门·集美区·集美新城,8-12K,1-3年,大专,笑江湖,移动互联网,SQL CSS MVC开发 SpringBoot MySQL,补充医疗保险，五险一金，零食下午茶，加班补助，员工旅游，全勤奖，股票期权，带薪年假，节日福利，定期体检,/job_detail/90da2e504caf0bdc1n1y2dy-FlJW.html
Java后端研发,厦门,10-15K·14薪,1-3年,本科,美亚柏科,信息安全,Java 分布式技术 微服务架构 后端开发 Spring,年终奖，免费班车，带薪年假，补充医疗保险，零食下午茶，五险一金，加班补助，股票期权，通讯补贴，餐补，节日福利，员工旅游，交通补助，定期体检,/job_detail/9504150647bde7193nJ53t6-GVQ~.html
Java工程师,厦门·湖里区·翔鹭,7-9K,3-5年,本科,服库网,电子商务,全栈开发 软件工程师,零食下午茶，全勤奖，通讯补贴，员工旅游，年终奖，节日福利，带薪年假,/job_detail/583613d59581d3d21n142ty8FVJX.html
java工程师,厦门·思明区·观音山,10-15K,3-5年,本科,掌上公交,移动互联网,SQL MVC开发 数据结构 Spring SpringBoot,五险一金，带薪年假，交通补助，年终奖,/job_detail/d85b02472e57beaa1nB_3Ny4GFtS.html
Java工程师,厦门·集美区·厦门北站,6-8K,1-3年,本科,亿能科技,计算机软件,Hibernate Struts Eclipse,节日福利，五险一金，年终奖,/job_detail/89532504f60afb411nN82d-1GFdU.html
Java工程师,厦门,10-15K,1-3年,本科,云梭网络,互联网,MVC开发 服务器配置 全栈开发 Spring,年终奖，五险一金，员工旅游，带薪年假，全勤奖，零食下午茶，加班补助,/job_detail/ab17c8358435311b1nx52dW-FFJY.html
高级JAVA工程师,厦门,10-15K,5-10年,本科,阳光照明集团,原材料及加工/模具,CSS 分布式技术 MVC开发 Spring Dubbo,股票期权，员工旅游，年终奖，带薪年假，五险一金，节日福利,/job_detail/f80ab403d0d04b3f1nB-2d-5FFpQ.html
Java架构师,厦门·集美区·灌口,25-35K·15薪,5-10年,本科,星纵信息,通信/网络设备,多线程 微服务架构 MVC开发 数据结构 Spring,带薪年假，员工旅游，节日福利，年终奖，零食下午茶，五险一金,/job_detail/6a59506dce361d9b1nFy09i5GFpQ.html
Java工程师,厦门·思明区·轮渡,9-13K,1-3年,本科,金财互联,互联网,分布式技术 MySQL Redis SpringBoot,五险一金，加班补助，节日福利，地铁上盖，带薪年假，员工旅游,/job_detail/67c3ff79a75d0ae51n1y2di_FFJQ.html
Java应届生,厦门·思明区·软件园,4-6K·13薪,经验不限,本科,致上科技,互联网,Spring 后端开发 软件工程师 初级软件工程师,节日福利，带薪年假，加班补助，全勤奖，五险，年终奖,/job_detail/1fe7fdf134cb6ec21nZy2NS1FFFV.html
中级java开发,厦门·思明区·软件园,10-15K·13薪,3-5年,大专,美契科技,计算机软件,Java MVC开发 微服务架构 数据结构,员工旅游，带薪年假，节日福利，年终奖，五险一金，零食下午茶,/job_detail/68704b1725b92afa1nV63ti-ElBX.html
Java工程师,厦门·思明区·观音山,8-13K,1-3年,本科,厦门科拓股份,智能硬件,搜索引擎技术 分布式技术 多线程 Spring SSM,年终奖，定期体检，节日福利，带薪年假，五险一金，员工旅游，全勤奖，零食下午茶,/job_detail/e8bc5d78692e79f01XV-3Ni9FlBY.html
中级java工程师,厦门,10-15K·13薪,3-5年,本科,时代凌宇,企业服务,Java Spring MySQL Redis 后端开发,五险一金，加班补助，定期体检，员工旅游，旅游基金，年终奖，带薪年假，节日福利，交通补助，零食下午茶，餐补,/job_detail/401fea4747fd3f1933x83Ny7FVY~.html
中级Java,厦门·集美区·集美新城,10-15K,3-5年,本科,七星通联,移动互联网,Spring Hibernate,节日福利，五险一金，零食下午茶，带薪年假，餐补，法定节假日三薪，加班补助，年终奖，绩效奖金，定期体检,/job_detail/5638a108f990825a1nxy2N-6F1pT.html
Java工程师,厦门·思明区·厦门大学,10-15K,3-5年,本科,安安出行,计算机软件,微服务架构 网络协议 消息队列 架构师,五险一金，节日福利，海景办公环境，带薪年假，三高企业保障，公共租赁住房,/job_detail/5a39525c317f904c1XV729y7F1dS.html
中级/高级Java,厦门·集美区·大学康城,12-24K,3-5年,本科,半导科技,移动互联网,后端开发 数据库 搜索,五险一金，年终奖，员工旅游，带薪年假，股票期权,/job_detail/e7a64acfe29a79751XJ_3tq7Elc~.html
Java程序员,厦门·集美区·后溪,10-13K,1-3年,大专,厦门互通互联,计算机软件,Redis 后端开发 MySQL,全勤奖，定期体检，通讯补贴，员工旅游，零食下午茶，补充医疗保险，加班补助，餐补，带薪年假,/job_detail/3354b635707fd1051nJ82Nu0FVVW.html
Java工程师,厦门·湖里区·湖里大道,4-8K·13薪,经验不限,学历不限,厦门远丞科技有限公司,计算机软件,HTML 分布式技术 MVC开发 负载均衡技术,五险一金，年终奖，带薪年假，包吃，加班补助，交通补助,/job_detail/0b902d2a807847e01nJ93d21FVpR.html
java工程师,厦门·集美区·杏林,11-18K,3-5年,本科,快商通,计算机软件,Spring cloud Spring boot Javascript,零食下午茶，年终奖，免费班车，节日福利，股票期权，带薪年假，五险一金,/job_detail/b23fa3d13ba287981HJz2tu9FlI~.html
Java工程师,厦门·集美区·集美新城,10-15K,3-5年,大专,讯谱森,互联网,分布式技术 负载均衡技术 消息队列 Spring,五险一金，全勤奖，定期体检，节日福利，员工旅游，带薪年假，加班补助，年终奖,/job_detail/b7897fa6c07c637f1nJ-2NS8EVVT.html
Java开发-厦门,厦门·思明区·观音山,11-18K,3-5年,本科,至恒融兴,银行,Spring SpringBoot SpringCloud SpringMVC,餐补，通讯补贴，定期体检，补充医疗保险，节日福利，带薪年假，五险一金,/job_detail/bbcafcae1d2dacbb1nJ_2di-ElNZ.html
JAVA开发工程,厦门·思明区·观音山,5-10K,1-3年,本科,云顶伟业,计算机软件,Java JavaScript Spring Hibernate 分布式技术,五险一金，定期体检,/job_detail/fdfa6c2fcac4e7720XB_2d2-EFE~.html
Java工程师,厦门·集美区·杏林,8-12K,3-5年,本科,泉州红杉根,电子商务,SQL 分布式技术 Spring SpringMVC Hibernate,员工旅游，年终奖，补充医疗保险，零食下午茶，全勤奖，节日福利，住房补贴，加班补助，包吃,/job_detail/ba49cb161f69d3261XV83960FVdU.html
JAVA工程师,厦门·思明区·观音山,7-12K,1-3年,本科,德创能源,智能硬件,HTML CSS MVC开发 Redis MySQL,五险一金，股票期权，餐补，带薪年假,/job_detail/dbf3af783d8b83891nJ43NW1F1pU.html
JAVA工程师,厦门·思明区·黄厝,20-40K·13薪,5-10年,本科,益华,工程施工,分布式技术 多线程 搜索引擎技术 消息队列 Redis,带薪年假，年终奖，加班补助，五险，定期体检，节日福利,/job_detail/1a22373724edbd871nN70t-0FFtQ.html
Java工程师,厦门·思明区·软件园,11-20K·14薪,3-5年,大专,厦门云行,计算机软件,分布式技术 多线程 网络编程 Spring Netty,带薪年假，交通补助，五险一金，年终奖，零食下午茶，节日福利，定期体检，加班补助,/job_detail/e6ec58e8532ce6bf1nBz2Ny5GVpR.html
Java工程师,厦门·海沧区·未来海岸,15-17K,3-5年,大专,法本,计算机软件,CSS Shell SQL MVC开发 Linux Spring,节日福利，员工旅游，定期体检，企业文化，带薪年假，年终奖，零食下午茶，五险一金，全勤奖，加班补助,/job_detail/ee8adf94dd1f4c911XZz3dq7E1JR.html
JAVA工程师,厦门·思明区·软件园,8-13K,5-10年,本科,罗普特股份,信息安全,Java JavaScript SQL HTML CSS,通讯补贴，员工旅游，加班补助，节日福利，带薪年假，零食下午茶，五险一金，餐补，交通补助，全勤奖，股票期权，补充医疗保险，定期体检，年终奖,/job_detail/7c3e917753e36b580HZ72ty5Flo~.html
JAVA工程师,厦门,12-20K,3-5年,本科,易驰软件,移动互联网,Spring MySQL Redis SpringCloud 泛微 蓝凌,加班补助，五险一金，全勤奖,/job_detail/a7d39b04628dd60a1nxz0tm8FFNV.html
Java工程师,厦门·思明区·软件园,10-15K·13薪,3-5年,本科,威尔信息,计算机软件,Oracle 全栈开发 SpringMVC 中级软件工程师,女员工关爱假，定期体检，文娱活动，购房资格，零食下午茶，定期培训，年终奖，五险一金，加班餐补，加班补助，项目奖金，季度团建，交通补助，带薪年假，节日福利，办理落户,/job_detail/9f4e06be3f3a029b1nFy0tW0EldU.html
Java工程师,厦门·集美区·侨英,9-14K·13薪,经验不限,本科,海菲生物,医疗设备/器械,Java,加班补助，交通补助，五险一金，零食下午茶，带薪年假，节日福利，餐补，年终奖,/job_detail/dbe51ed840f0d62e1nR63tW6FlFW.html
Java工程师,厦门·思明区·观音山,10-15K,3-5年,本科,中卡股份,移动互联网,分布式技术 负载均衡技术 Spring Redis NoSQL,节日福利，股票期权，五险一金，带薪年假,/job_detail/c9bf215921605e591nZ62t68GVtW.html
Java工程师,厦门·思明区·观音山,13-18K,3-5年,大专,致一科技,移动互联网,Java,零食下午茶，年终奖，全勤奖，五险一金，带薪年假,/job_detail/c6cc93dabaac4d9b1n152ti5EFdX.html
Java工程师,厦门·集美区·杏林,9-14K,3-5年,本科,红杉根,电子商务,SQL 分布式技术 Spring SpringMVC Hibernate,主题晚会，生日会，带薪年假，六险，全勤奖，餐补，节日福利，零食下午茶，年终奖，员工旅游,/job_detail/0eebeb49e1f454951XV83ty-EFtS.html
Java工程师,厦门·集美区·侨英,10-12K,3-5年,大专,莱米诺贸易,电子商务,HTML CSS MVC开发 服务器配置 网络协议,带薪年假，零食下午茶，年终奖，餐补，全勤奖，五险一金，员工旅游,/job_detail/89a033db502170641XVz2dy5GFJU.html
Java工程师,厦门·湖里区·大唐世家,7-12K,1-3年,本科,厦门一通灵,计算机软件,Java 数据挖掘 搜索算法 大数据 网络安全,带薪年假，员工旅游，股票期权，五险一金，节日福利，加班补助，零食下午茶，年终奖，餐补,/job_detail/19d5bb6d33dfd0d41nN83N29F1s~.html
高级JAVA工程师,厦门·思明区·软件园,15-22K·13薪,5-10年,本科,神州鹰,移动互联网,HTML CSS 分布式技术 MVC开发 负载均衡技术,零食下午茶，五险一金，补充医疗保险，带薪年假，年终奖，定期体检，股票期权，餐补，节日福利,/job_detail/728c86acad9996131nN53tu5GFZR.html
Java技术经理,厦门·思明区·观音山,20-30K·13薪,5-10年,本科,比升技术,企业服务,服务器配置 分布式技术 消息队列 多线程 Spring,股票期权，五险一金，补充医疗保险，交通补助，定期体检，餐补，带薪年假，年终奖，节日福利，零食下午茶，加班补助，员工旅游,/job_detail/72101bffb791f1161XV62d67ElBX.html
JAVA架构师,厦门·思明区·软件园,28-40K,5-10年,本科,渊亭科技,计算机软件,分布式技术 微服务架构 数据结构 容器技术,员工旅游，带薪年假，交通补助，全勤奖，餐补，年终奖，五险一金，节日福利，零食下午茶,/job_detail/e95f65cde7dd4a391nZz0tu1ElJW.html
java开发组长,厦门·思明区·莲前,15-22K·13薪,5-10年,本科,虫虫网络科技,移动互联网,HTML CSS MVC开发 Spring Struts MySQL,交通补助，住房补贴，年终奖，五险一金，员工旅游，带薪年假，加班补助，节日福利，通讯补贴，零食下午茶，定期体检，股票期权，餐补，包吃,/job_detail/8635aeeefb29ab881nF-3t27ElNV.html
Java技术经理,厦门·湖里区·万达广场,13-18K,3-5年,大专,升迅信息,计算机软件,Java 网络协议 Spring MySQL 微服务架构,员工旅游，节日福利，年终奖，五险一金，带薪年假，零食下午茶，定期体检,/job_detail/c854fc15b4f6a6bc0Hx509q7FVY~.html
中级Java工程师,厦门·思明区·曾厝垵,8-13K,3-5年,本科,投融汇,计算机软件,分布式技术 多线程 服务器配置 Spring Hibernate,节日福利，股票期权，年终奖，零食下午茶，餐补，带薪年假，五险一金,/job_detail/7c441e44a34f44bd1nFz3tW1FVFT.html
高级java工程师,厦门,15-20K·13薪,5-10年,本科,时代凌宇,企业服务,Java Spring MySQL SpringBoot SpringCloud,旅游基金，加班补助，员工旅游，零食下午茶，年终奖，定期体检，五险一金，带薪年假，节日福利，餐补，交通补助,/job_detail/35a3c41f8d72243633x83N21Els~.html
Java架构师,厦门·思明区·软件园,15-25K·14薪,5-10年,本科,智业软件,医疗健康,SQL 分布式技术 多线程,五险一金，年终奖，带薪年假，定期体检，节日福利,/job_detail/249a9da97b28ca4c1nJy39W0FFRT.html
Java后端开发,厦门·湖里区·五缘湾,11-20K·14薪,3-5年,本科,勇仕,游戏,消息队列 多线程 架构师 Spring SpringMVC,年终奖，员工旅游，五险一金，零食下午茶，带薪年假，节日福利，定期体检，补充医疗保险,/job_detail/2ff6734901fa45571XR73N-0EFBQ.html
初级java工程师,厦门·集美区·灌口,6-10K,经验不限,本科,畅享信息,计算机软件,CSS Spring Hibernate,节日福利，零食下午茶，定期体检，各种礼金，季度活动，员工旅游，年终奖，带薪年假,/job_detail/07eca7bd09fd818d1XV-2N28EVVR.html
后端Java工程师,厦门·集美区·后溪,10-15K·13薪,1-3年,大专,南强智视,计算机软件,SpringBoot Spring NoSQL Oracle MySQL,年终奖，节日福利，带薪年假，五险一金，零食下午茶,/job_detail/f6977d10949431171XV62tm-GVdY.html
中高级Java开发,厦门·集美区·杏林,12-20K·13薪,3-5年,本科,熵基科技,计算机软件,Java SQL Spring Hibernate Mybatis Redis,带薪年假，年终奖，全勤奖，五险一金，加班补助，股票期权，零食下午茶，新员工公寓，定期体检，节日福利，餐补,/job_detail/542fa3d185c323f71nR_3tu7GVFY.html
高级JAVA 开发,厦门·湖里区·禾山,15-22K,5-10年,本科,厦门美勒科技有限公司,电子/半导体/集成电路,HTML Socket技术 分布式技术 网络协议,补充医疗保险，带薪年假，五险，节日福利，部门活动聚餐，每年年度调薪，档案挂靠，零食下午茶，年度评优，年终奖，13薪,/job_detail/b030afdfc124b3d51nxz09y1ElBV.html
Java,厦门·集美区·后溪,6-11K,1-3年,本科,领航讯通,计算机软件,Java HTML MVC开发 Struts SSM Web端,年终奖，定期体检，五险一金，节日福利，加班补助，零食下午茶，带薪年假，补充医疗保险，员工旅游,/job_detail/0a2ad3d4681222b20HF70929Elc~.html
java工程师,厦门·湖里区·五缘湾,10-15K·13薪,3-5年,学历不限,壹生科技,移动互联网,Java Spring MVC开发 MySQL Oracle,零食下午茶，五险一金，节日福利，带薪年假,/job_detail/66eaff73f4b13cf60XV-2Nm8FFM~.html
Java工程师,厦门·湖里区·禾山,7-12K,1-3年,本科,吉物科技,智能硬件,CSS SQL MVC开发 后端开发 Spring SSM,全勤奖，员工旅游，五险一金，带薪年假，股票期权，年终奖，加班补助，节日福利,/job_detail/67ce36651cbe5b051XVz39y4FFNW.html
java工程师,厦门·思明区·软件园,9-14K,1-3年,大专,今日宇宙,计算机软件,分布式技术 多线程 Spring Hibernate Redis,员工旅游，节日福利，五险一金，年终奖，带薪年假,/job_detail/7149dc5a47bfcf641nB-3tW7F1FR.html
Java工程师,厦门·集美区·杏林,10-15K,3-5年,大专,巨龙信息,计算机软件,消息队列 SpringBoot Spring SpringMVC Netty,定期体检，五险一金，股票期权，通讯补贴，交通补助，年终奖,/job_detail/d42d25395787c9331XR43d-5GVJZ.html
java工程师,厦门·思明区·观音山,8-13K,1-3年,大专,蚂蚁日记,互联网,Spring SpringBoot Redis MySQL 后端开发,带薪年假，五险一金,/job_detail/30ac54dffeac55823nR-09S1E1o~.html
中级JAVA工程师,厦门·思明区·软件园,10-15K·13薪,3-5年,本科,神州鹰,移动互联网,HTML CSS MVC开发 Spring Hibernate,定期体检，补充医疗保险，节日福利，餐补，股票期权，带薪年假，五险一金，零食下午茶，年终奖,/job_detail/a156b926122adaca1nN53tu4EFNW.html
Java工程师（初级）,厦门·集美区·后溪,7-11K,1-3年,本科,快商通,计算机软件,微服务架构 多线程 Redis,五险一金，节日福利，免费班车，零食下午茶，股票期权，年终奖，带薪年假,/job_detail/2cea2393218bf5a61nx93NS-FltW.html
高级Java工程师,厦门·思明区·火车站,15-30K·14薪,3-5年,本科,指纹科技,电子商务,SQL 分布式技术 WEB开发 大数据 微服务架构,带薪年假，节日福利，加班补助，年终奖，年假，员工旅游，零食下午茶，五险一金，生日福利，高额公积金，差旅补贴,/job_detail/8aebb77f09333c871nd62NW9FVVW.html
高级Java工程师,厦门·思明区·禾祥西路,16-20K,5-10年,本科,点石网络科技,移动互联网,Java mysql 高并发,餐补，五险一金，通讯补贴，全勤奖，零食下午茶，节日福利，交通补助，带薪年假,/job_detail/f81262037f72a9991nV60ty7FFVR.html
Senior Java Software Engineer / Java开发,西安,17-20K·13薪,5-10年,本科,艾斯普软件科技(...,互联网,java,五险一金，员工旅游，扁平管理，补充医疗保险，技术大牛，健身文化，零食下午茶，弹性工作，年终奖，带薪年假，定期体检，子女商业保险，节日福利,/job_detail/34fe742ba4bab6961nxz3Nu6F1BZ.html
Java,西安·雁塔区·科技路西口,11-18K,3-5年,大专,科信通软,计算机软件,负载均衡技术 SpringBoot MySQL 微服务架构,五险一金，定期体检，加班补助,/job_detail/bb9a91fa248053851nxz3dm-FVBT.html
Java,西安·雁塔区·高新软件园,17-22K,3-5年,本科,易宝软件,互联网,分布式技术 MVC开发 Spring Dubbo SpringBoot,零食下午茶，节日福利，带薪年假，六险一金，交通补助，餐补，定期体检，双休，通讯补贴，五险一金，员工旅游，补充医疗保险，加班补助,/job_detail/3737bdc0e76b22221nJ53du7FVBR.html
Java,西安·雁塔区·高新软件园,13-25K,经验不限,本科,软通动力信息技术集团,计算机软件,SQL 分布式技术 Spring SpringMVC java,通讯补贴，加班补助，零食下午茶，全勤奖，节日福利，交通补助，定期体检，员工旅游，餐补，免费班车，带薪年假，五险一金，年终奖，包吃，补充医疗保险,/job_detail/30aff5a6f38d76011nFy3Ny6EVRT.html
高级java,西安·长安区·王寺,10-13K,1-3年,本科,软通动力,计算机软件,分布式技术 java MVC开发 软件工程师 网络协议,节日福利，团建活动，免费班车，带薪年假，加班补助，交通补助，五险一金，零食下午茶，定期体检,/job_detail/650229955422f06b33J83di1EVY~.html
Java开发组长,西安·新城区·民乐园,15-24K,5-10年,本科,神州信息,计算机软件,Oracle java,带薪年假，通讯补贴，年终奖，定期体检，交通补助，补充医疗保险，餐补，朝九晚六，五险一金,/job_detail/cb3a03536f0e29f51XZ_3d-_F1ZZ.html
java工程师,西安·雁塔区·高新软件园,15-20K,经验不限,本科,华为,计算机软件,Python java 软件开发,股票期权，定期体检，加班补助，员工旅游，餐补，零食下午茶，节日福利，年终奖，五险一金，补充医疗保险,/job_detail/aeb8a115745670781nx93NS0FlFU.html
Java开发工程师,西安·长安区·紫薇田园都市,8-13K,3-5年,本科,朝阳医疗,计算机软件,微服务架构 MySQL SpringCloud 负载均衡技术,节日福利，加班补助，补充医疗保险，五险一金，员工旅游，年终奖，定期体检，全勤奖，带薪年假,/job_detail/b5140b114f5eb9101n1y3tu-ElBT.html
java开发（高薪急招）,西安·雁塔区·高新软件园,12-24K,经验不限,本科,中软国际,计算机软件,微服务架构 分布式技术 架构师 Spring 后端开发,定期体检，零食下午茶，五险一金，年终奖，节日福利，带薪年假，员工旅游，加班补助，餐补，免费班车,/job_detail/6e63e94f437f85651XV729u1GVBX.html
Java中级开发工程师,西安·雁塔区·建工路,7-12K·14薪,1-3年,本科,天宇星控,计算机软件,Spring GIT 后端开发 全栈开发 SpringBoot,员工旅游，出差补助，年终奖，节日福利，带薪年假，五险一金,/job_detail/38d1f21cd9dd0ddb1XV42ti0EFRQ.html
JAVA开发工程师,西安·雁塔区·高新软件园,15-30K,1-3年,本科,华为,计算机软件,Spring java,节日福利，餐补，员工旅游，五险一金，股票期权，年终奖，定期体检，零食下午茶，加班补助，补充医疗保险,/job_detail/2c3ac26d5e78df251nx93di-EFVW.html
Java开发工程师,西安·雁塔区·高新软件园,18-22K·16薪,经验不限,本科,华为技术有限公司,计算机软件,分布式技术 架构师 Linux Android JDK,五险一金，零食下午茶，免费班车，交通补助，年终奖，节日福利，住房补贴，餐补，带薪年假，定期体检，通讯补贴，员工旅游，股票期权，补充医疗保险，离职补偿，全勤奖，加班补助,/job_detail/c80f79b9185233a51XR63d-4EldT.html
Java开发工程师,西安·雁塔区·高新软件园,15-25K·14薪,5-10年,本科,浙江大华,互联网,后端开发 高级软件工程师 中级软件工程师,员工旅游，定期体检，包吃，住房免息贷款，年终奖，餐补，带薪年假，加班补助，补充医疗保险，交通补助，五险一金，免费班车，节日福利，通讯补贴,/job_detail/abffede54d2a76041n1-09i8GVFS.html
Java开发工程师,西安·雁塔区·绿地世纪城,10-15K·13薪,3-5年,大专,爱得文,计算机软件,后端开发 Hibernate GIT Maven NoSQL,定期体检，年终奖，五险一金，节日福利,/job_detail/a157e469e9e41e631XV539u_F1NZ.html
Java开发工程师,西安·未央区·太华路,9-14K,3-5年,本科,国智云鼎,企业服务,java 后端开发 mybatis jquery JavaScript,年终奖，定期体检，五险一金，带薪年假,/job_detail/8edfce01bc6484661nx_3Nm5EVpX.html
Java高级开发工程师,西安·雁塔区·高新软件园,15-20K,3-5年,本科,华筑科技,计算机软件,java,年终奖，补充医疗保险，通讯补贴，带薪年假，交通补助，员工旅游，五险一金，股票期权，餐补,/job_detail/4367fdb0e9679b391XV929q4GVBV.html
Java开发工程师,西安·雁塔区·高新软件园,15-30K·16薪,经验不限,本科,华为技术有限公司,计算机软件,Python Shell Spring SpringBoot SpringCloud,员工旅游，带薪年假，住房补贴，五险一金，零食下午茶，节日福利，定期体检，免费班车，股票期权，补充医疗保险，加班补助，餐补，离职补偿，交通补助，全勤奖，年终奖，通讯补贴,/job_detail/edf9635fdca6712b1n1-2dy4FlpW.html
Java后端开发工程师,西安·未央区·未央路沿线,10-15K,3-5年,本科,触手网络,计算机软件,消息队列 Spring Redis MySQL SQL HTML,五险一金，绩效奖金，定期体检，员工旅游，带薪年假，年终奖，股票期权，节日福利，加班补助，餐补，零食下午茶，全勤奖，庆祝活动，意外险，企业年金,/job_detail/eb810d78b19a4ef31nJ80960FFBW.html
各级java开发工程师（西安核心）,西安·雁塔区·科技路西口,12-24K,3-5年,本科,神州信息,计算机软件,SQL 多线程 微服务架构 SpringCloud SpringBoot,年终奖，朝九晚六，定期体检，五险一金，补充医疗保险，带薪年假，通讯补贴，交通补助，餐补,/job_detail/a731065e3a083e951XVz0ti4E1ZZ.html
Java高级开发工程师,西安·雁塔区·高新软件园,15-28K·14薪,3-5年,本科,Thoughtworks,计算机软件,NoSQL SQL SpringCloud Spring Dubbo,节日福利，带薪年假，定期体检，补充医疗保险，年终奖，社区活动，发展基金，五险一金，零食下午茶，交通补助,/job_detail/38d7e1177b93989a1XZ93dW8EFtU.html
【中信建投证券】JAVA后端开发岗,西安·雁塔区·科技路西口,16-30K·14薪,1-3年,硕士,中信建投证券,互联网金融,微服务架构 数据结构 java,五险一金，补充医疗保险，节日福利，带薪年假，餐补，通讯补贴，定期体检，年终奖，交通补助,/job_detail/ccf588792b212d6c1nVy3Ny1EVdW.html
【中信建投证券】高级JAVA后端开发岗,西安·雁塔区·科技路西口,20-40K·14薪,3-5年,硕士,中信建投证券,互联网金融,微服务架构 数据结构 java,节日福利，补充医疗保险，带薪年假，定期体检，通讯补贴，交通补助，年终奖，五险一金，餐补,/job_detail/99e38a2755e376a61nVy3Ny1EltY.html
技术顾问（JAVA/C++/C#）,西安·雁塔区·科技路西口,7-12K,在校/应届,本科,安托,计算机软件,java C++ C#,员工慰问，年终奖，零食下午茶，五险一金，通讯补贴，员工旅游，补充医疗保险，定期体检，免费班车，节日福利，带薪年假,/job_detail/9b9478f82c2450811nB-3NS7GVRT.html
java研发工程师,西安·雁塔区·电子城,10-15K,3-5年,本科,天健科技,计算机服务,MySQL java,通讯补贴，带薪年假，餐补，节日福利，定期体检，五险一金,/job_detail/f46a106c898a313c1nF_39S6EFVX.html
T2-Java软件开发工程师,西安·雁塔区,16-25K·13薪,经验不限,本科,西安缔梵思,数据服务,后端开发 java,五险一金，年终奖，带薪年假，节日福利,/job_detail/083ae54df47914891nVy09y4FlBV.html
Java开发工程师,西安·雁塔区·电子城,7-10K,1-3年,大专,和芯信息,运营商/增值服务,java 软件开发 java后台开发 微服务 javaWeb开发,员工旅游，定期体检，全勤奖，节日福利，五险一金，带薪年假,/job_detail/55c4f4ba165843851XRz2ti4ElJT.html
